hospital_pk,hospital_name,placekey
430027,SANFORD USD MEDICAL CENTER,22b@5nw-9nb-fcq
431331,AVERA DELLS AREA HOSPITAL  - CAH,222-223@5nx-kxz-swk
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,222-222@5nw-9n6-wzf
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,229@5nw-9nb-fcq
430090,SIOUX FALLS SPECIALTY HOSPITAL LLP,223-222@5nw-9tx-d9z
432002,SELECT SPECIALTY HOSPITAL - SOUTH DAKOTA,223@5nw-9tw-w49
431310,AVERA FLANDREAU HOSPITAL - CAH,zzy-222@5nx-qct-rrk
430077,MONUMENT HEALTH RAPID CITY HOSPITAL,222-225@5p4-bb2-k9f
430093,SAME DAY SURGERY CENTER LLC,222-222@5p4-bb5-w8v
431302,AVERA GETTYSBURG HOSPITAL,222-224@5pd-j2d-9mk
431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,222-222@5p7-kx9-qs5
431316,COMMUNITY MEMORIAL HOSPITAL,229@5pc-vzw-skf
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,222-222@5p3-zbp-9xq
431328,PIONEER MEMORIAL HOSPITAL - CAH,223@5nw-5rr-5xq
430089,DUNES SURGICAL HOSPITAL,zzw-222@5nw-hhw-pd9
430012,AVERA SACRED HEART HOSPITAL,223-222@5nx-43b-yd9
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,zzw-222@8g9-xdx-rhq
440137,TENNOVA HEALTHCARE-SHELBYVILLE,zzw-222@5pn-kxq-s3q
441316,CAMDEN GENERAL HOSPITAL,zzw-222@5pm-css-7h5
441306,ERLANGER BLEDSOE HOSPITAL,zzw-222@8g9-2pp-2hq
440011,BLOUNT MEMORIAL HOSPITAL,zzw-222@8g9-m52-575
440185,TENNOVA HEALTHCARE-CLEVELAND,222-222@8g8-zmk-brk
440033,TENNOVA HEALTHCARE LAFOLLETTE MEDICAL CENTER,222-223@8g9-spf-4jv
440180,"JELLICO MEDICAL CENTER, INC",222-222@8g9-s79-sbk
440200,SAINT THOMAS STONES RIVER HOSPITAL,222-223@8g9-b2d-r6k
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,zzw-222@5pm-cvt-fvf
440018,SYCAMORE SHOALS HOSPITAL,222-222@63m-2mj-py9
441311,TRISTAR ASHLAND CITY MEDICAL CENTER,223-223@5pn-e28-5mk
440057,CLAIBORNE MEDICAL CENTER,222-225@63m-mjm-5vf
440153,NEWPORT MEDICAL CENTER,225-224@8g9-j99-6kz
440007,UNITY MEDICAL CENTER,222-223@8gb-b5x-hdv
440144,TENNOVA HEALTHCARE-HARTON,222-222@8gb-fxd-cwk
440009,CUMBERLAND MEDICAL CENTER,zzw-222@8g8-wrq-rrk
440111,METRO NASHVILLE GENERAL HOSPITAL,222-222@5pn-k96-7yv
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,223-222@5pn-k8y-hkf
440082,SAINT THOMAS WEST HOSPITAL,222-222@5pn-k93-66k
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,222-222@5pn-k8n-kmk
440006,TRISTAR SKYLINE MEDICAL CENTER,224-222@5pn-pxr-pjv
440133,SAINT THOMAS MIDTOWN HOSPITAL,222-224@5pn-k95-ndv
440150,TRISTAR SUMMIT MEDICAL CENTER,zzw-222@5pn-pzw-xqz
440161,TRISTAR CENTENNIAL MEDICAL CENTER,zzw-222@5pn-k96-4sq
440148,SAINT THOMAS DEKALB HOSPITAL,222-222@8g9-9dx-649
440046,TRISTAR HORIZON MEDICAL CENTER,zzw-223@5pn-nfx-sh5
440072,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,zzw-222@5pn-xqx-k4v
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,222-223@8gb-9c4-j9z
440060,MILAN GENERAL HOSPITAL,223-227@5pn-vwr-xbk
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,zzw-224@5pm-kr9-w8v
440050,GREENEVILLE COMMUNITY HOSPITAL,zzw-226@63m-hyv-f4v
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,zzw-222@8g9-jc8-t9z
442007,KINDRED HOSPITAL - CHATTANOOGA,225@8gb-cdk-3kf
440156,PARKRIDGE MEDICAL CENTER,zzw-222@8gb-cfb-3h5
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",222-222@8gb-cf9-7qz
440104,ERLANGER HEALTH SYSTEM,222-226@8gb-cdj-kzz
441313,HANCOCK COUNTY HOSPITAL,zzy-222@63m-h9g-3t9
441320,BOLIVAR GENERAL HOSPITAL,222-222@5pm-rww-9xq
440109,HARDIN MEDICAL CENTER,224-223@5pm-954-fpv
440032,HAWKINS COUNTY MEMORIAL HOSPITAL,zzw-223@63m-jm5-mzf
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,zzw-223@5pm-7tw-h89
440132,HENRY COUNTY MEDICAL CENTER,222-223@5pn-zk5-7bk
441300,SAINT THOMAS HICKMAN HOSPITAL,zzw-223@5pm-c56-hwk
441322,HOUSTON COUNTY COMMUNITY HOSPITAL,222-222@5pn-b6w-pgk
441303,THREE RIVERS HOSPITAL,222-223@5pm-9p3-jd9
440056,TENNOVA HEALTHCARE JEFFERSON MEMORIAL HOSPITAL,222-222@8g9-ggp-7nq
441304,JOHNSON COUNTY COMMUNITY HOSPITAL,222-222@63k-yhc-mx5
440015,UNIVERSITY OF TN MEDICAL CENTER (THE),22j-222@8g9-mhw-7qz
440125,FORT SANDERS REGIONAL MEDICAL CENTER,zzy-225@8g9-mhn-nh5
443303,EAST TENNESSEE CHILDRENS HOSPITAL,zzw-222@8g9-mhn-mc5
440120,TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,
441314,LAUDERDALE COMMUNITY HOSPITAL,222-225@5pm-x8j-kvf
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,zzw-222@5pm-ntr-c5z
440102,LINCOLN MEDICAL CENTER,zzw-222@8gb-g73-dsq
440110,FORT LOUDON MEDICAL CENTER,zzw-222@8g8-yts-w8v
440068,STARR REGIONAL MEDICAL CENTER ATHENS,222-223@8g8-vpw-g8v
441305,MACON COMMUNITY HOSPITAL,227-224@8g9-74g-d7q
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,zzw-222@5pm-vdj-9mk
441309,MARSHALL MEDICAL CENTER,222-222@5pm-kxy-mkz
440073,MAURY REGIONAL HOSPITAL,223-222@5pn-nqm-vs5
440084,SWEETWATER HOSPITAL ASSOCIATION,222-225@8g8-z66-hbk
440035,TENNOVA HEALTHCARE-CLARKSVILLE,zzw-222@5pn-g8y-v9f
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,222-224@5pn-tzt-mzf
440187,LIVINGSTON REGIONAL HOSPITAL,223@8g9-8y8-pgk
440059,COOKEVILLE REGIONAL MEDICAL CENTER,222-222@8g9-68x-fj9
441310,RHEA MEDICAL CENTER,zzw-222@8g9-2s9-xbk
440031,ROANE MEDICAL CENTER,zzw-222@8g8-yqb-j9z
440065,NORTHCREST MEDICAL CENTER,zzw-222@5pn-e9z-jqf
440227,TRISTAR STONECREST MEDICAL CENTER,222-222@5pn-qyc-fcq
440053,SAINT THOMAS RUTHERFORD HOSPITAL,zzw-223@5pn-r3s-8gk
440235,BIG SOUTH FORK MEDICAL CENTER,222-222@8g9-qq8-kzz
440081,LECONTE MEDICAL CENTER,222-222@8g9-fq5-kpv
440152,REGIONAL ONE HEALTH,zzw-222@5ps-37k-7t9
44T152,REHABILITATION HOSPITAL OF MEMPHIS,225@5ps-37k-8y9
44L009,COMPASS INTERVENTION CENTER,222-224@5ps-3dd-vcq
440183,ST FRANCIS HOSPITAL,zzw-223@5ps-3vq-vpv
440048,BAPTIST MEMORIAL HOSPITAL,222-222@5ps-3vr-k75
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,zzw-222@5ps-3vy-w49
443302,ST JUDE CHILDRENS RESEARCH HOSPITAL,zzw-222@5ps-39x-xh5
445521,REGIONAL ONE HEALTH SUBACUTE CARE,zzy-222@5ps-37k-7qz
440049,METHODIST HOSPITALS OF MEMPHIS,zzw-225@5ps-37j-tvz
440012,BRISTOL REGIONAL MEDICAL CENTER,zzw-222@63m-2hn-4sq
440176,INDIAN PATH COMMUNITY HOSPITAL,zzw-223@63m-ny6-3bk
440017,HOLSTON VALLEY MEDICAL CENTER,zzw-222@63m-ny8-8y9
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,zzw-225@5pn-ppm-6rk
440003,SUMNER REGIONAL MEDICAL CENTER,227-222@5pn-q9p-t7q
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,222-225@5pm-sy5-tsq
441301,TROUSDALE MEDICAL CENTER,zzw-222@8g9-bjr-v2k
440001,UNICOI COUNTY  HOSPITAL,222-223@8gf-nqs-brk
440151,SAINT THOMAS RIVER PARK HOSPITAL,222-222@8gb-crg-pd9
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,zzw-222@8gf-nnh-wp9
440063,JOHNSON CITY MEDICAL CENTER,222-222@8gf-n8m-zxq
440010,WAYNE MEDICAL CENTER,222-222@5pm-6rh-hdv
440061,WEST TENNESSEE HEALTHCARE VOLUNTEER HOSPITAL,222-222@5pn-tqh-qj9
440192,SAINT THOMAS HIGHLANDS HOSPITAL,zzw-222@8g9-chx-bc5
440029,WILLIAMSON MEDICAL CENTER,zzw-223@5pn-k6p-94v
440193,VANDERBILT WILSON COUNTY HOSPITAL,zzw-222@5pn-pvd-fzz
450747,PALESTINE REGIONAL MEDICAL CENTER,zzw-222@8fb-j7r-grk
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,222-222@8tm-37q-g6k
452031,PAM SPECIALTY HOSPITAL OF LUFKIN,222-224@8fb-83r-j7q
450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,222-223@8fb-83r-j7q
450484,WOODLAND HEIGHTS MEDICAL CENTER,223-222@8fb-83r-wrk
450165,METHODIST HOSPITAL SOUTH,223-222@8sr-pxr-vxq
450253,BELLVILLE ST JOSEPH HEALTH CENTER,223-223@8fc-nyn-x3q
451372,MULESHOE AREA MEDICAL CENTER,223-224@5qy-yrz-pn5
450143,SETON SMITHVILLE REGIONAL HOSPITAL,
670143,ASCENSION SETON BASTROP,222-222@8t2-ddb-nqz
450586,SEYMOUR HOSPITAL,222-223@5r3-p23-4d9
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,zzw-222@8sw-wgb-t5f
450152,ADVENTHEALTH CENTRAL TEXAS,zzw-228@8sz-ft4-h5z
450054,BAYLOR SCOTT & WHITE  CLINIC - TEMPLE,222-22b@8sz-9cw-k75
452105,BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,zzw-222@8sz-fwk-45f
670080,SETON MEDICAL CENTER HARKER HEIGHTS,222-222@8sz-fq4-gzf
670055,METHODIST HOSPITAL  STONE OAK,222-222@8sz-td9-q75
452059,PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CEN,222@8sz-tfb-zvf
670112,LEGENT ORTHOPEDIC + SPINE,222-224@8sz-tcc-8d9
453315,CHILDREN'S HOSPITAL OF SAN ANTONIO,22b-223@8sz-v5s-mtv
670054,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,222-222@8sz-tfc-n89
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,zzw-225@8sz-td9-nt9
450780,METHODIST HOSPITAL AMBULATORY SURGERY,zzw-22j@8sz-tfc-87q
450388,METHODIST HOSPITAL,222-222@8sz-tdr-ndv
452016,KINDRED HOSPITAL SAN ANTONIO,222-222@8sz-tc6-zvf
452090,PAM SPECIALTY HOSPITAL OF SAN ANTONIO,222@8sz-tcc-8sq
450058,BAPTIST MEDICAL CENTER,zzw-222@8sz-v5r-vcq
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,zzw-222@8sz-tfc-tvz
670078,BAPTIST EMERGENCY HOSPITAL,223-222@8sz-tp5-k4v
452073,KINDRED HOSPITAL- SAN ANTONIO CENTRAL,222@8sz-v5r-v9f
450213,UNIVERSITY HEALTH SYSTEM,zzw-223@8sz-tds-grk
450697,SOUTHWEST GENERAL HOSPITAL,223-222@8sz-ttw-92k
451385,GOODALL WITCHER HOSPITAL,222-222@8sz-n88-3yv
450200,WADLEY REGIONAL MEDICAL CENTER,zzw-222@8f2-qky-66k
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,zzw-222@8f2-qmq-4y9
452061,POST ACUTE MEDICAL SPECIALTY HOSPITAL OF TEXARKANA,zzw-222@8f2-qmq-5fz
670106,HCA HOUSTON HEALTHCARE PEARLAND ,zzw-222@8fc-ftq-n3q
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,zzw-222@8sx-3qy-7nq
451311,SWEENY COMMUNITY HOSPITAL,222-222@8sx-3gh-jvz
450299,CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,223-222@8fc-erk-wx5
450011,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,222-223@8fc-eh8-54v
450834,"PHYSICIANS CENTRE,THE",223-222@8fc-erq-nkf
670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,222-222@8fc-erj-wff
670259,CAPROCK HOSPITAL,222-222@8fc-e2x-68v
451378,BIG BEND REGIONAL MEDICAL CENTER,222-222@8sv-pyb-n3q
450587,HENDRICK MEDICAL CENTER BROWNWOOD ,zzw-222@8sz-4n7-y9z
451305,BURLESON ST JOSEPH HEALTH CENTER,222-222@8fc-pzz-n89
670108,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,222-222@8sy-qp8-q75
451365,ASCENSION SETON HIGHLAND LAKES,zzy-223@8sy-qg2-45f
451371,ASCENSION SETON EDGAR B DAVIS,zzw-225@8t2-hzc-9xq
452062,POST ACUTE MEDICAL AT LULING LLC,222@8t2-hzc-mhq
451356,MEMORIAL MEDICAL CENTER,22c-224@8sw-j59-6rk
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,224-222@8t8-4xf-8n5
450662,VALLEY REGIONAL MEDICAL CENTER,222-222@8t8-g3t-975
452101,SOLARA SPECIALTY HOSPITALS HARLINGEN-BROWNVILLE,222-222@8t8-g3v-f2k
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,222-223@8t8-fn7-26k
450855,HARLINGEN MEDICAL CENTER,222-223@8t8-fn7-6zf
451367,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,222-222@8f2-s9v-g6k
451350,PLAINS MEMORIAL HOSPITAL,223-223@5qz-2xv-s3q
451320,BAYSIDE COMMUNITY HOSPITAL,zzy-223@8fc-b9k-fpv
451328,RICELAND MEDICAL CENTER,222-222@8fc-z7x-s3q
451319,CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,222-224@8fc-599-p35
450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,zzw-225@8fc-5gq-zfz
450369,CHILDRESS REGIONAL MEDICAL CENTER,zzy-222@5r3-d2z-ysq
451362,CLAY COUNTY MEMORIAL HOSPITAL,zzw-222@5qx-mfr-9xq
451366,COCHRAN MEMORIAL HOSPITAL,zzy-222@8tj-vv7-z2k
451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,zzw-222@8sz-433-hbk
450403,MEDICAL CITY MCKINNEY,zzw-222@5qv-vsk-j5f
453316,CHILDRENS MEDICAL CENTER PLANO,222-222@5qv-xkq-d7q
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,zzw-223@5qv-vq2-tvz
450853,BAYLOR MEDICAL CENTER AT FRISCO,222-222@5qv-xmq-yn5
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,zzw-222@5qv-xj2-6rk
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,222-223@5qv-tfm-jd9
450885,BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,222-222@5qv-xkt-f75
f59a354d-92b9-409e-81d3-bef8716d9a79,Legent Hospital for Special Surgery (FKA Star Medical Center),222-222@5qv-xjc-5fz
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,zzw-222@5qv-xjn-zxq
670069,METHODIST MCKINNEY HOSPITAL,223-222@5qv-tfh-brk
453308,OUR CHILDRENS HOUSE,zzw-223@5qv-vpt-qxq
670025,THE HEART HOSPITAL BAYLOR PLANO,222-222@5qv-xjp-52k
450651,MEDICAL CITY PLANO,223-222@5qv-xjk-2ff
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,zzw-222@5qv-xj2-7h5
451355,COLLINGSWORTH GENERAL HOSPITAL,zzw-223@5r3-jmq-75z
451312,RICE MEDICAL CENTER,222-222@8sx-cgk-5zz
450370,COLUMBUS COMMUNITY HOSPITAL,zzw-222@8sx-ck7-dvz
670098,RESOLUTE HEALTH HOSPITAL,222-222@8sz-wqy-yvz
451382,COMANCHE COUNTY MEDICAL CENTER,zzw-222@8sz-m38-ks5
451325,CONCHO COUNTY HOSPITAL,zzy-224@8sz-6mr-6zf
451335,MUENSTER MEMORIAL HOSPITAL,225-222@5qx-hxq-z2k
450090,NORTH TEXAS MEDICAL CENTER,222-222@5qw-247-jqf
451379,CORYELL MEMORIAL HEALTHCARE SYSTEM,222-223@8sz-rq3-cyv
451353,CRANE COUNTY HOSPITAL DISTRICT,224-222@8sv-96t-yvz
451345,CROSBYTON CLINIC HOSPITAL,222-222@5r3-zbw-c89
451338,CULBERSON HOSPITAL,zzy-223@8tw-8zq-4d9
451331,COON MEMORIAL HOSPITAL,222-223@5qy-6jw-26k
450822,MEDICAL CITY LAS COLINAS,222-222@5qv-wxf-c5z
450874,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL LAS COLIN,22b@5qv-wxg-4d9
452097,VIBRA SPECIALTY HOSPITAL,222-223@5qw-t32-mc5
670073,METHODIST HOSPITAL FOR SURGERY,zzw-222@5qv-xkg-9j9
670090,CRESCENT MEDICAL CENTER LANCASTER,222-222@5qw-sb6-mhq
450051,METHODIST DALLAS MEDICAL CENTER,222-222@5qw-t3g-89z
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,222-222@5qv-tzq-ffz
450537,METHODIST RICHARDSON MEDICAL CENTER,223-222@5qv-v9x-c3q
450723,METHODIST CHARLTON MEDICAL CENTER,224-222@5qw-t32-4d9
450688,DALLAS REGIONAL MEDICAL CENTER,zzw-222@5qw-sv9-b8v
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,224-222@5qv-x4d-8d9
452108,DALLAS LTACH LLC,zzw-222@5qv-x4d-rrk
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,222-223@5qv-vcw-dqf
453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,222-222@5qv-x2v-ch5
450678,CITY HOSPITAL AT  WHITE ROCK,222-226@5qw-svp-qmk
670049,NORTH CENTRAL SURGICAL CENTER LLP,22g-222@5qv-x4d-j9z
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,
450079,BAYLOR MEDICAL CENTER AT IRVING,229-222@5qv-xcj-8sq
452067,KPC PROMISE HOSPITAL OF DALLAS,222-224@5qv-x3s-y9z
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,224-222@5qv-x4d-7wk
450851,BAYLOR SCOTT AND WHITE HEART AND VASCULAR HOSPITAL,22g-222@5qw-st3-ckf
450021,BAYLOR UNIVERSITY MEDICAL CENTER,223-225@5qw-st2-dy9
452110,SAGECREST HOSPITAL  CARROLLTON,222-223@5qv-wz8-fzz
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,zzw-224@5qv-x2s-swk
453302,CHILDRENS MEDICAL CTR OF DALLAS,zzw-227@5qw-t3n-jvz
450379,DALLAS MEDICAL CENTER,zzw-223@5qv-x4w-3kf
452100,MESQUITE SPECIALTY HOSPITAL,226@5qw-sv9-cbk
450647,MEDICAL CITY DALLAS,zzw-225@5qv-x4n-4n5
452044,LIFECARE HOSPITALS OF NORTH TEXAS ,222-222@5qv-x3m-cyv
450489,MEDICAL ARTS HOSPITAL,222-222@5r2-whd-rc5
450155,HEREFORD REGIONAL MEDICAL CENTER,zzw-222@5qz-235-789
452022,SELECT SPECIALTY HOSPITAL-DALLAS,222-223@5qv-xjz-sh5
670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,222-222@5qv-xp2-cbk
670260,TEXAS HEALTH HOSPITAL FRISCO,222@5qv-td4-6tv
450634,MEDICAL CITY DENTON,222-222@5qv-w3k-kmk
670062,BAYLOR SCOTT AND WHITE EMERGENCY HOSPITAL AUBREY,223-222@5qv-xgh-9cq
450730,CARROLLTON REGIONAL MEDICAL CENTER,222-224@5qv-xjx-k9f
450893,THE HEART HOSPITAL BAYLOR DENTON,222-222@5qv-w3j-hyv
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,222-222@5qv-w4g-6hq
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,
452111,HORIZON MEDICAL CENTER OF DENTON,223-222@5qv-w3j-fs5
670010,MAYHILL HOSPITAL,222-222@5qv-w3j-j35
450669,MEDICAL CITY LEWISVILLE,zzw-224@5qv-wzn-v2k
451346,YOAKUM COMMUNITY HOSPITAL,222-222@8sw-vrd-dd9
450597,CUERO REGIONAL HOSPITAL,222-223@8sw-vzt-575
451390,DIMMIT REGIONAL HOSPITAL,222-222@8ss-23f-g6k
450411,EASTLAND MEMORIAL HOSPITAL,zzw-222@5r2-qty-nyv
452121,CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,zzw-224@8tm-7bq-tqf
450661,ODESSA REGIONAL MEDICAL CENTER,222-222@8tm-7bt-dqf
450132,MEDICAL CENTER HOSPITAL,zzw-223@8tm-7bq-tqf
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,
450833,ENNIS REGIONAL MEDICAL CENTER,zzw-222@5qw-v2k-y9z
670124,THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,222@8tf-qqw-sdv
453313,EL PASO CHILDREN'S HOSPITAL,zzw-223@8tf-qxf-92k
670120,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,222-222@8tf-jdd-v75
452035,MESA HILLS SPECIALTY HOSPITAL,224@8tf-p3f-3dv
670047,THE HOSPITALS OF PROVIDENCE EAST CAMPUS,222-222@8tf-qw9-649
452079,KINDRED HOSPTIAL EL PASO,222-222@8tf-p3h-rrk
450668,SIERRA MEDICAL CENTER,222-222@8tf-p3h-dn5
450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,zzw-22d@8tf-qxy-ygk
450107,LAS PALMAS MEDICAL CENTER,zzw-223@8tf-p3d-tjv
450002,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,zzw-22g@8tf-p3d-tjv
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,zzw-222@8tf-qxf-92k
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,223-222@8sz-p3y-q9f
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,224-222@8sz-d8f-9mk
451370,TMC- BONHAM HOSPITAL,222-223@5qv-zdv-ffz
670004,ST MARKS MEDICAL CENTER,zzw-222@8t2-fxz-5xq
451313,FISHER COUNTY HOSPITAL DISTRICT,222-223@5r2-cw4-g6k
451337,W J MANGOLD MEMORIAL HOSPITAL,zzy-222@5r3-y4g-3wk
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,222-223@8fc-fq5-hbk
452114,ATRIUM MEDICAL CENTER,224@8fc-f2z-zj9
452080,KINDRED HOSPITAL SUGAR LAND,222-223@8fc-f5b-89z
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,227-223@8fc-f4q-gtv
670053,ST LUKE'S SUGAR LAND HOSPITAL,zzw-224@8fc-f4q-789
450860,SUGAR LAND SURGICAL HOSPITAL LLP,zzw-222@8fc-fpy-c3q
450330,OAKBEND MEDICAL CENTER,zzw-222@8fc-fp8-tjv
450658,FREESTONE MEDICAL CENTER,222-222@8fb-g8f-ghq
451391,FRIO REGIONAL HOSPITAL,222-222@8sr-mqq-2x5
451358,MEMORIAL HOSPITAL,222-224@8tm-3m5-jvz
453311,SHRINERS HOSPITALS FOR CHILDREN,225-222@8fc-g3v-fvf
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,222-222@8fc-g3v-c89
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,zzw-222@8t2-6ff-qfz
450235,MEMORIAL HOSPITAL,222-222@8t2-jkq-zxq
450099,PAMPA REGIONAL MEDICAL CENTER,zzy-223@5qy-grz-psq
452041,CARRUS SPECIALTY HOSPITAL,222-222@5qv-y78-yjv
670076,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL AT SHERMA,223-222@5qv-xxj-6zf
450469,WILSON N JONES REGIONAL MEDICAL CENTER,zzw-222@5qv-yc8-syv
450324,TEXOMA MEDICAL CENTER,zzw-222@5qv-xxr-zcq
450702,LONGVIEW REGIONAL MEDICAL CENTER,223-222@8f2-rvm-9xq
452087,SELECT SPECIALITY HOSPITAL OF LONGVIEW,
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,zzw-222@8f2-rt7-zpv
451322,GRIMES ST JOSEPH HEALTH CENTER,222-223@8fc-hyx-c5z
450104,GUADALUPE REGIONAL MEDICAL CENTER,223-222@8sz-wbg-h3q
450539,COVENANT HOSPITAL PLAINVIEW,222-223@5r4-5tx-k75
451392,HAMILTON GENERAL HOSPITAL,223@8sz-kcc-p5f
451344,HANSFORD COUNTY HOSPITAL,225-224@5qz-fcs-kxq
451352,HARDEMAN COUNTY MEMORIAL HOSPITAL,222-222@5r3-k9h-649
670134,ALTUS LUMBERTON HOSPITAL,22p@8fc-vbf-249
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,222-223@8fc-8tx-4d9
450358,HOUSTON METHODIST HOSPITAL,zzw-223@8fc-f9x-p5f
450424,HOUSTON METHODIST BAYTOWN HOSPITAL,229-223@8fc-8nc-xyv
450659,PARK PLAZA HOSPITAL,222-222@8fc-f9x-gkz
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,223-222@8fc-9v3-5cq
452023,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,223-222@8fc-f9x-yy9
452075,KINDRED HOSPITAL CLEAR LAKE,zzw-222@8fc-8pp-4d9
453304,TEXAS CHILDRENS HOSP,zzw-223@8fc-f9x-nkf
670008,HOUSTON PHYSICIANS' HOSPITAL,222-223@8fc-8pv-b49
450775,HCA HOUSTON HEALTHCARE KINGWOOD,zzw-228@8fc-96s-8jv
670077,HOUSTON METHODIST WEST HOSPITAL,222-222@8fc-f7w-jy9
670102,"AD HOSPITAL EAST, LLC",224-222@8fc-8cd-6x5
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,
670135,"ALTUS HOUSTON HOSPITAL, LP",
453312,SHRINERS HOSPITALS FOR CHILDREN,zzw-222@8fc-f9t-djv
670118,FIRST TEXAS HOSPITAL,222-222@8fc-9sg-3nq
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,222-222@8fc-9q6-qj9
450670,HCA HOUSTON HEALTHCARE TOMBALL,zzw-222@8fc-r4x-rx5
452112,SE TEXAS ER & HOSPITAL,222-222@8fc-96t-5xq
453309,HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON,222-222@8fc-fgw-kj9
